Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Year,Day,Hour,,,,
607,City,13,Trip Completed,11-07-2016 11:51,11-07-2016 12:42,2016,Monday,,,,,
1012,City,13,Trip Completed,11-07-2016 19:15,11-07-2016 19:57,2016,Monday,,,,,
1696,Airport,13,Trip Completed,12-07-2016 08:01,12-07-2016 08:42,2016,Tuesday,,,,,
3076,City,13,Trip Completed,13-07-2016 08:09,13-07-2016 09:12,2016,Wednesday,,,,,
4198,Airport,13,Trip Completed,14-07-2016 05:32,14-07-2016 06:45,2016,Thursday,,,,,
4627,City,13,Trip Completed,14-07-2016 11:13,14-07-2016 12:00,2016,Thursday,,,,,
5289,City,13,Trip Completed,14-07-2016 21:43,14-07-2016 22:24,2016,Thursday,,,,,
5495,Airport,13,Trip Completed,15-07-2016 05:00,15-07-2016 06:02,2016,Friday,,,,,
6656,Airport,13,Trip Completed,15-07-2016 22:08,15-07-2016 22:41,2016,Friday,,,,,
139,Airport,14,Trip Completed,11-07-2016 05:21,11-07-2016 06:09,2016,Monday,,,,,
215,City,14,Trip Completed,11-07-2016 06:15,11-07-2016 07:07,2016,Monday,,,,,
1816,City,14,Trip Completed,12-07-2016 09:24,12-07-2016 10:07,2016,Tuesday,,,,,
2505,Airport,14,Trip Completed,12-07-2016 21:03,12-07-2016 22:14,2016,Tuesday,,,,,
3346,City,14,Trip Completed,13-07-2016 13:01,13-07-2016 13:55,2016,Wednesday,,,,,
5294,City,14,Trip Completed,14-07-2016 21:45,14-07-2016 22:16,2016,Thursday,,,,,
6226,Airport,14,Trip Completed,15-07-2016 17:34,15-07-2016 18:33,2016,Friday,,,,,
6733,Airport,14,Trip Completed,15-07-2016 23:32,16-07-2016 00:37,2016,Friday,,,,,
1027,Airport,15,Trip Completed,11-07-2016 19:18,11-07-2016 20:24,2016,Monday,,,,,
2675,Airport,15,Trip Completed,12-07-2016 23:43,13-07-2016 00:35,2016,Tuesday,,,,,
3200,City,15,Trip Completed,13-07-2016 09:39,13-07-2016 10:30,2016,Wednesday,,,,,
3865,City,15,Trip Completed,13-07-2016 21:52,13-07-2016 22:21,2016,Wednesday,,,,,
4468,City,15,Trip Completed,14-07-2016 08:42,14-07-2016 09:22,2016,Thursday,,,,,
5163,Airport,15,Trip Completed,14-07-2016 20:34,14-07-2016 21:05,2016,Thursday,,,,,
6009,City,15,Trip Completed,15-07-2016 12:22,15-07-2016 13:25,2016,Friday,,,,,
6448,Airport,15,Trip Completed,15-07-2016 20:02,15-07-2016 20:40,2016,Friday,,,,,
591,City,16,Trip Completed,11-07-2016 11:25,11-07-2016 12:31,2016,Monday,,,,,
709,City,16,Trip Completed,11-07-2016 14:16,11-07-2016 15:03,2016,Monday,,,,,
1167,Airport,16,Trip Completed,11-07-2016 20:50,11-07-2016 21:52,2016,Monday,,,,,
2661,Airport,16,Trip Completed,12-07-2016 23:23,13-07-2016 00:27,2016,Tuesday,,,,,
2808,City,16,Trip Completed,13-07-2016 05:05,13-07-2016 05:56,2016,Wednesday,,,,,
3258,Airport,16,Trip Completed,13-07-2016 10:12,13-07-2016 10:45,2016,Wednesday,,,,,
3413,Airport,16,Trip Completed,13-07-2016 15:32,13-07-2016 16:45,2016,Wednesday,,,,,
3939,Airport,16,Trip Completed,13-07-2016 22:26,13-07-2016 22:55,2016,Wednesday,,,,,
4125,City,16,Trip Completed,14-07-2016 04:37,14-07-2016 05:46,2016,Thursday,,,,,
4457,City,16,Trip Completed,14-07-2016 08:36,14-07-2016 09:19,2016,Thursday,,,,,
4728,City,16,Trip Completed,14-07-2016 14:04,14-07-2016 15:06,2016,Thursday,,,,,
5347,Airport,16,Trip Completed,14-07-2016 22:51,14-07-2016 23:53,2016,Thursday,,,,,
6147,City,16,Trip Completed,15-07-2016 16:11,15-07-2016 17:30,2016,Friday,,,,,
6496,Airport,16,Trip Completed,15-07-2016 20:33,15-07-2016 21:32,2016,Friday,,,,,
634,City,17,Trip Completed,11-07-2016 12:25,11-07-2016 13:06,2016,Monday,,,,,
939,Airport,17,Trip Completed,11-07-2016 18:25,11-07-2016 19:26,2016,Monday,,,,,
2628,Airport,17,Trip Completed,12-07-2016 22:10,12-07-2016 23:25,2016,Tuesday,,,,,
3021,City,17,Trip Completed,13-07-2016 07:33,13-07-2016 08:26,2016,Wednesday,,,,,
4743,City,17,Trip Completed,14-07-2016 14:54,14-07-2016 15:39,2016,Thursday,,,,,
4981,City,17,Trip Completed,14-07-2016 18:47,14-07-2016 19:43,2016,Thursday,,,,,
5367,Airport,17,Trip Completed,14-07-2016 23:35,15-07-2016 00:25,2016,Thursday,,,,,
5471,Airport,17,Trip Completed,15-07-2016 04:48,15-07-2016 05:47,2016,Friday,,,,,
5988,Airport,17,Trip Completed,15-07-2016 11:48,15-07-2016 12:55,2016,Friday,,,,,
6477,Airport,17,Trip Completed,15-07-2016 20:21,15-07-2016 21:00,2016,Friday,,,,,
499,City,18,Trip Completed,11-07-2016 09:39,11-07-2016 10:16,2016,Monday,,,,,
1147,Airport,18,Trip Completed,11-07-2016 20:42,11-07-2016 21:18,2016,Monday,,,,,
1410,Airport,18,Trip Completed,12-07-2016 03:14,12-07-2016 04:27,2016,Tuesday,,,,,
1804,Airport,18,Trip Completed,12-07-2016 09:12,12-07-2016 09:57,2016,Tuesday,,,,,
1949,Airport,18,Trip Completed,12-07-2016 11:32,12-07-2016 12:13,2016,Tuesday,,,,,
2713,City,18,Trip Completed,13-07-2016 01:46,13-07-2016 02:37,2016,Wednesday,,,,,
2845,City,18,Trip Completed,13-07-2016 05:28,13-07-2016 06:10,2016,Wednesday,,,,,
3943,Airport,18,Trip Completed,13-07-2016 22:35,13-07-2016 23:33,2016,Wednesday,,,,,
4792,City,18,Trip Completed,14-07-2016 16:47,14-07-2016 17:34,2016,Thursday,,,,,
5207,Airport,18,Trip Completed,14-07-2016 20:57,14-07-2016 21:56,2016,Thursday,,,,,
5890,City,18,Trip Completed,15-07-2016 09:43,15-07-2016 10:55,2016,Friday,,,,,
494,City,19,Trip Completed,11-07-2016 09:36,11-07-2016 10:02,2016,Monday,,,,,
1485,City,19,Trip Completed,12-07-2016 05:21,12-07-2016 06:35,2016,Tuesday,,,,,
2042,City,19,Trip Completed,12-07-2016 14:30,12-07-2016 15:09,2016,Tuesday,,,,,
2561,Airport,19,Trip Completed,12-07-2016 21:29,12-07-2016 22:44,2016,Tuesday,,,,,
3813,Airport,19,Trip Completed,13-07-2016 21:06,13-07-2016 21:46,2016,Wednesday,,,,,
4260,Airport,19,Trip Completed,14-07-2016 06:11,14-07-2016 06:59,2016,Thursday,,,,,
4395,City,19,Trip Completed,14-07-2016 08:00,14-07-2016 08:54,2016,Thursday,,,,,
5919,City,19,Trip Completed,15-07-2016 10:03,15-07-2016 10:59,2016,Friday,,,,,
6002,Airport,19,Trip Completed,15-07-2016 12:04,15-07-2016 12:53,2016,Friday,,,,,
468,City,20,Trip Completed,11-07-2016 09:20,11-07-2016 10:05,2016,Monday,,,,,
693,Airport,20,Trip Completed,11-07-2016 13:51,11-07-2016 15:01,2016,Monday,,,,,
1178,City,20,Trip Completed,11-07-2016 21:05,11-07-2016 22:06,2016,Monday,,,,,
2103,City,20,Trip Completed,12-07-2016 16:08,12-07-2016 17:18,2016,Tuesday,,,,,
2292,Airport,20,Trip Completed,12-07-2016 18:46,12-07-2016 19:23,2016,Tuesday,,,,,
3339,City,20,Trip Completed,13-07-2016 12:40,13-07-2016 13:30,2016,Wednesday,,,,,
3694,City,20,Trip Completed,13-07-2016 19:33,13-07-2016 20:35,2016,Wednesday,,,,,
4469,City,20,Trip Completed,14-07-2016 08:45,14-07-2016 09:48,2016,Thursday,,,,,
6432,City,20,Trip Completed,15-07-2016 19:50,15-07-2016 20:30,2016,Friday,,,,,
1895,City,21,Trip Completed,12-07-2016 10:20,12-07-2016 10:52,2016,Tuesday,,,,,
1981,Airport,21,Trip Completed,12-07-2016 12:23,12-07-2016 12:56,2016,Tuesday,,,,,
3744,Airport,21,Trip Completed,13-07-2016 20:28,13-07-2016 21:22,2016,Wednesday,,,,,
4433,Airport,21,Trip Completed,14-07-2016 08:26,14-07-2016 09:12,2016,Thursday,,,,,
6039,Airport,21,Trip Completed,15-07-2016 13:11,15-07-2016 13:38,2016,Friday,,,,,
6543,City,21,Trip Completed,15-07-2016 20:54,15-07-2016 22:12,2016,Friday,,,,,
110,City,22,Trip Completed,11-07-2016 05:05,11-07-2016 06:06,2016,Monday,,,,,
362,City,22,Trip Completed,11-07-2016 08:01,11-07-2016 09:18,2016,Monday,,,,,
666,Airport,22,Trip Completed,11-07-2016 13:02,11-07-2016 13:45,2016,Monday,,,,,
926,City,22,Trip Completed,11-07-2016 18:28,11-07-2016 19:34,2016,Monday,,,,,
1180,Airport,22,Trip Completed,11-07-2016 21:01,11-07-2016 22:14,2016,Monday,,,,,
1900,City,22,Trip Completed,12-07-2016 10:32,12-07-2016 11:42,2016,Tuesday,,,,,
2506,City,22,Trip Completed,12-07-2016 21:01,12-07-2016 21:38,2016,Tuesday,,,,,
3064,City,22,Trip Completed,13-07-2016 08:02,13-07-2016 08:58,2016,Wednesday,,,,,
3327,Airport,22,Trip Completed,13-07-2016 12:24,13-07-2016 13:23,2016,Wednesday,,,,,
3601,City,22,Trip Completed,13-07-2016 18:39,13-07-2016 19:29,2016,Wednesday,,,,,
4768,Airport,22,Trip Completed,14-07-2016 15:39,14-07-2016 16:49,2016,Thursday,,,,,
5142,City,22,Trip Completed,14-07-2016 20:17,14-07-2016 20:48,2016,Thursday,,,,,
5366,Airport,22,Trip Completed,14-07-2016 23:27,15-07-2016 00:19,2016,Thursday,,,,,
5575,City,22,Trip Completed,15-07-2016 05:53,15-07-2016 06:50,2016,Friday,,,,,
5902,City,22,Trip Completed,15-07-2016 09:52,15-07-2016 10:37,2016,Friday,,,,,
6694,Airport,22,Trip Completed,15-07-2016 22:45,15-07-2016 23:17,2016,Friday,,,,,
523,Airport,23,Trip Completed,11-07-2016 09:48,11-07-2016 10:37,2016,Monday,,,,,
747,City,23,Trip Completed,11-07-2016 15:53,11-07-2016 16:43,2016,Monday,,,,,
1371,Airport,23,Trip Completed,12-07-2016 00:22,12-07-2016 01:33,2016,Tuesday,,,,,
1553,City,23,Trip Completed,12-07-2016 06:09,12-07-2016 07:09,2016,Tuesday,,,,,
1692,Airport,23,Trip Completed,12-07-2016 07:52,12-07-2016 09:01,2016,Tuesday,,,,,
2114,City,23,Trip Completed,12-07-2016 16:36,12-07-2016 17:21,2016,Tuesday,,,,,
2742,City,23,Trip Completed,13-07-2016 03:07,13-07-2016 03:51,2016,Wednesday,,,,,
4273,City,23,Trip Completed,14-07-2016 06:17,14-07-2016 07:02,2016,Thursday,,,,,
4668,City,23,Trip Completed,14-07-2016 12:25,14-07-2016 13:34,2016,Thursday,,,,,
5425,City,23,Trip Completed,15-07-2016 02:23,15-07-2016 03:08,2016,Friday,,,,,
5488,City,23,Trip Completed,15-07-2016 04:53,15-07-2016 06:00,2016,Friday,,,,,
5781,City,23,Trip Completed,15-07-2016 08:35,15-07-2016 09:42,2016,Friday,,,,,
5966,Airport,23,Trip Completed,15-07-2016 10:54,15-07-2016 11:58,2016,Friday,,,,,
6122,City,23,Trip Completed,15-07-2016 15:26,15-07-2016 16:29,2016,Friday,,,,,
357,Airport,24,Trip Completed,11-07-2016 08:00,11-07-2016 09:08,2016,Monday,,,,,
1068,City,24,Trip Completed,11-07-2016 19:52,11-07-2016 20:48,2016,Monday,,,,,
2689,Airport,24,Trip Completed,13-07-2016 00:34,13-07-2016 01:49,2016,Wednesday,,,,,
2791,City,24,Trip Completed,13-07-2016 04:56,13-07-2016 05:33,2016,Wednesday,,,,,
3321,City,24,Trip Completed,13-07-2016 12:23,13-07-2016 13:25,2016,Wednesday,,,,,
3423,Airport,24,Trip Completed,13-07-2016 15:52,13-07-2016 16:50,2016,Wednesday,,,,,
3761,Airport,24,Trip Completed,13-07-2016 20:35,13-07-2016 21:39,2016,Wednesday,,,,,
4140,City,24,Trip Completed,14-07-2016 04:48,14-07-2016 06:05,2016,Thursday,,,,,
4656,City,24,Trip Completed,14-07-2016 12:06,14-07-2016 12:49,2016,Thursday,,,,,
4931,Airport,24,Trip Completed,14-07-2016 18:21,14-07-2016 18:54,2016,Thursday,,,,,
5268,City,24,Trip Completed,14-07-2016 21:29,14-07-2016 22:30,2016,Thursday,,,,,
5811,City,24,Trip Completed,15-07-2016 08:46,15-07-2016 09:26,2016,Friday,,,,,
6139,Airport,24,Trip Completed,15-07-2016 15:45,15-07-2016 16:40,2016,Friday,,,,,
6333,Airport,24,Trip Completed,15-07-2016 18:41,15-07-2016 19:53,2016,Friday,,,,,
773,City,25,Trip Completed,11-07-2016 16:23,11-07-2016 17:21,2016,Monday,,,,,
1123,City,25,Trip Completed,11-07-2016 20:20,11-07-2016 21:18,2016,Monday,,,,,
2667,Airport,25,Trip Completed,12-07-2016 23:35,13-07-2016 00:40,2016,Tuesday,,,,,
2833,City,25,Trip Completed,13-07-2016 05:27,13-07-2016 06:19,2016,Wednesday,,,,,
3396,City,25,Trip Completed,13-07-2016 14:59,13-07-2016 15:57,2016,Wednesday,,,,,
3590,City,25,Trip Completed,13-07-2016 18:31,13-07-2016 19:31,2016,Wednesday,,,,,
3762,City,25,Trip Completed,13-07-2016 20:38,13-07-2016 21:21,2016,Wednesday,,,,,
4566,City,25,Trip Completed,14-07-2016 09:48,14-07-2016 10:22,2016,Thursday,,,,,
4862,City,25,Trip Completed,14-07-2016 17:37,14-07-2016 18:41,2016,Thursday,,,,,
5564,Airport,25,Trip Completed,15-07-2016 05:41,15-07-2016 06:53,2016,Friday,,,,,
6187,City,25,Trip Completed,15-07-2016 17:11,15-07-2016 18:08,2016,Friday,,,,,
6642,City,25,Trip Completed,15-07-2016 22:07,15-07-2016 22:54,2016,Friday,,,,,
322,City,26,Trip Completed,11-07-2016 07:31,11-07-2016 08:10,2016,Monday,,,,,
793,City,26,Trip Completed,11-07-2016 17:04,11-07-2016 18:06,2016,Monday,,,,,
898,Airport,26,Trip Completed,11-07-2016 18:14,11-07-2016 19:09,2016,Monday,,,,,
1258,City,26,Trip Completed,11-07-2016 21:51,11-07-2016 23:00,2016,Monday,,,,,
2832,City,26,Trip Completed,13-07-2016 05:20,13-07-2016 06:14,2016,Wednesday,,,,,
3139,City,26,Trip Completed,13-07-2016 08:54,13-07-2016 09:22,2016,Wednesday,,,,,
3438,City,26,Trip Completed,13-07-2016 16:12,13-07-2016 17:13,2016,Wednesday,,,,,
3966,Airport,26,Trip Completed,13-07-2016 22:50,13-07-2016 23:27,2016,Wednesday,,,,,
6401,Airport,26,Trip Completed,15-07-2016 19:33,15-07-2016 20:16,2016,Friday,,,,,
204,City,27,Trip Completed,11-07-2016 06:04,11-07-2016 06:44,2016,Monday,,,,,
632,Airport,27,Trip Completed,11-07-2016 12:20,11-07-2016 13:10,2016,Monday,,,,,
763,City,27,Trip Completed,11-07-2016 16:19,11-07-2016 17:25,2016,Monday,,,,,
1786,Airport,27,Trip Completed,12-07-2016 09:03,12-07-2016 09:58,2016,Tuesday,,,,,
1968,City,27,Trip Completed,12-07-2016 12:10,12-07-2016 12:49,2016,Tuesday,,,,,
2088,Airport,27,Trip Completed,12-07-2016 15:51,12-07-2016 17:02,2016,Tuesday,,,,,
2473,Airport,27,Trip Completed,12-07-2016 20:43,12-07-2016 21:20,2016,Tuesday,,,,,
2869,Airport,27,Trip Completed,13-07-2016 05:50,13-07-2016 06:27,2016,Wednesday,,,,,
3742,Airport,27,Trip Completed,13-07-2016 20:24,13-07-2016 20:48,2016,Wednesday,,,,,
4440,Airport,27,Trip Completed,14-07-2016 08:26,14-07-2016 09:00,2016,Thursday,,,,,
5234,City,27,Trip Completed,14-07-2016 21:09,14-07-2016 21:52,2016,Thursday,,,,,
6354,Airport,27,Trip Completed,15-07-2016 18:59,15-07-2016 19:35,2016,Friday,,,,,
6638,City,27,Trip Completed,15-07-2016 21:59,15-07-2016 23:13,2016,Friday,,,,,
84,City,28,Trip Completed,11-07-2016 04:50,11-07-2016 05:26,2016,Monday,,,,,
